country,cy,facility_id,admin1,admin1_name,ruralurban,publicprivate,gps_lat,gps_lon,map_id,admin2,admin3,admin2_name,admin3_name,admin4_name
NIGERIA,NGA_2013,1614002,16,Imo,Rural,Public,5.77115,7.8158,NGA_2013_1614002,14,1401,,,
NIGERIA,NGA_2013,1614003,16,Imo,Rural,Public,5.74223,7.8223,NGA_2013_1614003,14,1402,,,
NIGERIA,NGA_2013,1614006,16,Imo,Rural,Public,5.76117,7.8152,NGA_2013_1614006,14,1403,,,
NIGERIA,NGA_2013,1614011,16,Imo,Rural,Public,5.74594,7.11429,NGA_2013_1614011,14,1406,,,
NIGERIA,NGA_2013,1614013,16,Imo,Rural,Public,5.76225,7.13446,NGA_2013_1614013,14,1409,,,
NIGERIA,NGA_2013,1615003,16,Imo,Rural,Public,5.74086,7.14264,NGA_2013_1615003,15,1501,,,
NIGERIA,NGA_2013,1615006,16,Imo,Rural,Public,5.68092,7.1394,NGA_2013_1615006,15,1501,,,
NIGERIA,NGA_2013,1615013,16,Imo,Rural,Public,5.73636,7.10946,NGA_2013_1615013,15,1509,,,
NIGERIA,NGA_2013,1615017,16,Imo,Rural,Public,5.7128,7.9348,NGA_2013_1615017,15,1516,,,
NIGERIA,NGA_2013,1615019,16,Imo,Rural,Public,5.69652,7.1439,NGA_2013_1615019,15,1514,,,
NIGERIA,NGA_2013,1615022,16,Imo,Rural,Public,5.72138,7.13072,NGA_2013_1615022,15,1515,,,
NIGERIA,NGA_2013,1616001,16,Imo,Rural,Public,5.53854,7.35436,NGA_2013_1616001,16,1601,,,
NIGERIA,NGA_2013,1616005,16,Imo,Rural,Public,5.5797,7.33178,NGA_2013_1616005,16,1602,,,
NIGERIA,NGA_2013,1616007,16,Imo,Rural,"Private, for profit",5.5759,7.31792,NGA_2013_1616007,16,1602,,,
NIGERIA,NGA_2013,1616014,16,Imo,Rural,Public,5.56002,7.3512,NGA_2013_1616014,16,1609,,,
NIGERIA,NGA_2013,1616018,16,Imo,Rural,Public,5.60864,7.31401,NGA_2013_1616018,16,1607,,,
NIGERIA,NGA_2013,1617003,16,Imo,Rural,Public,5.65086,6.88994,NGA_2013_1617003,17,1701,,,
NIGERIA,NGA_2013,1617006,16,Imo,Rural,Public,5.68987,7.5349,NGA_2013_1617006,17,1702,,,
NIGERIA,NGA_2013,1617011,16,Imo,Rural,Public,5.59527,6.92537,NGA_2013_1617011,17,1703,,,
NIGERIA,NGA_2013,1617012,16,Imo,Rural,Public,5.61857,6.91698,NGA_2013_1617012,17,1703,,,
NIGERIA,NGA_2013,1617021,16,Imo,Rural,Public,5.56168,6.88355,NGA_2013_1617021,17,1708,,,
NIGERIA,NGA_2013,1617024,16,Imo,Urban,Public,5.74736,6.82476,NGA_2013_1617024,17,1709,,,
NIGERIA,NGA_2013,1617025,16,Imo,Rural,Public,5.70783,6.81984,NGA_2013_1617025,17,1709,,,
NIGERIA,NGA_2013,1617028,16,Imo,Rural,"Private, for profit",5.7096,6.80565,NGA_2013_1617028,17,1709,,,
NIGERIA,NGA_2013,1617033,16,Imo,Rural,Public,5.72507,6.79333,NGA_2013_1617033,17,1714,,,
NIGERIA,NGA_2013,1618001,16,Imo,Rural,Public,5.49775,6.72637,NGA_2013_1618001,18,1817,,,
NIGERIA,NGA_2013,1618003,16,Imo,Rural,Public,5.37949,6.77396,NGA_2013_1618003,18,1801,,,
NIGERIA,NGA_2013,1618004,16,Imo,Rural,Public,5.3662,6.77026,NGA_2013_1618004,18,1802,,,
NIGERIA,NGA_2013,1618006,16,Imo,Rural,Public,5.26626,6.9654,NGA_2013_1618006,18,1809,,,
NIGERIA,NGA_2013,1618008,16,Imo,Rural,Public,5.55629,7.32436,NGA_2013_1618008,16,1602,,,
NIGERIA,NGA_2013,1618009,16,Imo,Rural,Public,5.35001,6.90222,NGA_2013_1618009,18,1809,,,
NIGERIA,NGA_2013,1618011,16,Imo,Rural,Public,5.49103,6.79798,NGA_2013_1618011,18,1820,,,
NIGERIA,NGA_2013,1618013,16,Imo,Rural,Public,5.51646,6.75588,NGA_2013_1618013,18,1819,,,
NIGERIA,NGA_2013,1618015,16,Imo,Rural,Public,5.52567,6.75473,NGA_2013_1618015,18,1818,,,
NIGERIA,NGA_2013,1618017,16,Imo,Rural,Public,5.31175,6.89299,NGA_2013_1618017,18,1811,,,
NIGERIA,NGA_2013,1618020,16,Imo,Rural,Public,5.44021,6.91096,NGA_2013_1618020,18,1812,,,
NIGERIA,NGA_2013,1618024,16,Imo,Rural,"Private, for profit",5.46222,6.88828,NGA_2013_1618024,18,1812,,,
NIGERIA,NGA_2013,1618037,16,Imo,Rural,Public,5.46275,6.88627,NGA_2013_1618037,18,1816,,,
NIGERIA,NGA_2013,1619006,16,Imo,Urban,Public,5.89657,7.34216,NGA_2013_1619006,19,1905,,,
NIGERIA,NGA_2013,1619007,16,Imo,Urban,Public,5.73921,7.36266,NGA_2013_1619007,19,1903,,,
NIGERIA,NGA_2013,1619009,16,Imo,Urban,"Faith based, non profit",5.4669,7.458,NGA_2013_1619009,19,1904,,,
NIGERIA,NGA_2013,1619010,16,Imo,Urban,Public,5.79447,7.29,NGA_2013_1619010,19,1904,,,
NIGERIA,NGA_2013,1619011,16,Imo,Urban,Public,5.79214,7.27135,NGA_2013_1619011,19,1905,,,
NIGERIA,NGA_2013,1619013,16,Imo,Urban,Public,5.81267,7.29995,NGA_2013_1619013,19,1904,,,
NIGERIA,NGA_2013,1619015,16,Imo,Urban,Public,5.8714,7.37014,NGA_2013_1619015,19,1907,,,
NIGERIA,NGA_2013,1619018,16,Imo,Urban,Public,5.79163,7.35168,NGA_2013_1619018,19,1909,,,
NIGERIA,NGA_2013,1619019,16,Imo,Urban,Public,5.73146,7.33525,NGA_2013_1619019,19,1916,,,
NIGERIA,NGA_2013,1619020,16,Imo,Urban,Public,5.72329,7.3754,NGA_2013_1619020,19,1916,,,
NIGERIA,NGA_2013,1619021,16,Imo,Urban,Public,5.76212,7.32773,NGA_2013_1619021,19,1913,,,
NIGERIA,NGA_2013,1619023,16,Imo,Urban,"Private, for profit",5.87162,7.33118,NGA_2013_1619023,19,1914,,,
NIGERIA,NGA_2013,1619026,16,Imo,Urban,Public,5.99054,7.27159,NGA_2013_1619026,19,1915,,,
NIGERIA,NGA_2013,1619027,16,Imo,Urban,Public,5.90518,7.2718,NGA_2013_1619027,19,1915,,,
NIGERIA,NGA_2013,1619033,16,Imo,Urban,Public,5.83551,7.3569,NGA_2013_1619033,19,1910,,,
NIGERIA,NGA_2013,1619034,16,Imo,Urban,Public,5.82192,7.31223,NGA_2013_1619034,19,1910,,,
NIGERIA,NGA_2013,1619041,16,Imo,Urban,"Private, for profit",5.82842,7.3502,NGA_2013_1619041,19,1911,,,
NIGERIA,NGA_2013,1619045,16,Imo,Urban,Public,5.83554,7.35624,NGA_2013_1619045,19,1911,,,
NIGERIA,NGA_2013,1619052,16,Imo,Urban,Public,5.79476,7.31709,NGA_2013_1619052,19,1912,,,
NIGERIA,NGA_2013,1620025,16,Imo,Rural,"Private, for profit",5.46041,6.99317,NGA_2013_1620025,20,2010,,,
NIGERIA,NGA_2013,1620029,16,Imo,Rural,Public,5.79657,7.2388,NGA_2013_1620029,20,2002,,,
NIGERIA,NGA_2013,1620030,16,Imo,Rural,"Private, for profit",5.83363,7.2281,NGA_2013_1620030,20,2008,,,
NIGERIA,NGA_2013,1620038,16,Imo,Rural,"NGO, non profit",5.79169,6.99321,NGA_2013_1620038,20,2010,,,
NIGERIA,NGA_2013,1620054,16,Imo,Rural,"Private, for profit",5.78783,7.4673,NGA_2013_1620054,20,2015,,,
NIGERIA,NGA_2013,1620065,16,Imo,Rural,Public,5.79061,7.1218,NGA_2013_1620065,20,2009,,,
NIGERIA,NGA_2013,1621010,16,Imo,Rural,Public,5.79095,6.97707,NGA_2013_1621010,21,2104,,,
NIGERIA,NGA_2013,1621012,16,Imo,Rural,Public,5.81909,6.96226,NGA_2013_1621012,21,2104,,,
NIGERIA,NGA_2013,1621023,16,Imo,Rural,"Private, for profit",5.46673,7.452,NGA_2013_1621023,21,2104,,,
NIGERIA,NGA_2013,1621026,16,Imo,Rural,Public,5.83768,6.9479,NGA_2013_1621026,21,2114,,,
NIGERIA,NGA_2013,1621029,16,Imo,Rural,"Private, for profit",5.82087,6.98746,NGA_2013_1621029,21,2105,,,
NIGERIA,NGA_2013,1621030,16,Imo,Rural,Public,5.89244,6.98531,NGA_2013_1621030,21,2114,,,
NIGERIA,NGA_2013,1621032,16,Imo,Rural,Public,5.88285,6.99041,NGA_2013_1621032,21,2106,,,
NIGERIA,NGA_2013,1621038,16,Imo,Rural,Public,5.87609,6.97595,NGA_2013_1621038,21,2107,,,
NIGERIA,NGA_2013,1621048,16,Imo,Rural,"Private, for profit",5.82508,6.93761,NGA_2013_1621048,21,2110,,,
NIGERIA,NGA_2013,1622008,16,Imo,Rural,Public,5.76897,6.96609,NGA_2013_1622008,22,2201,,,
NIGERIA,NGA_2013,1622020,16,Imo,Rural,Public,5.80828,6.94387,NGA_2013_1622020,22,2203,,,
NIGERIA,NGA_2013,1622024,16,Imo,Rural,Public,5.80122,6.9378,NGA_2013_1622024,22,2206,,,
NIGERIA,NGA_2013,1622026,16,Imo,Rural,Public,5.80153,6.93783,NGA_2013_1622026,22,2206,,,
NIGERIA,NGA_2013,1622028,16,Imo,Rural,Public,5.72913,6.96093,NGA_2013_1622028,22,2204,,,
NIGERIA,NGA_2013,1622029,16,Imo,Rural,"Private, for profit",5.72631,6.95798,NGA_2013_1622029,22,2204,,,
NIGERIA,NGA_2013,1622039,16,Imo,Rural,Public,5.69551,6.95968,NGA_2013_1622039,22,2207,,,
NIGERIA,NGA_2013,1622045,16,Imo,Rural,Public,5.69161,6.92339,NGA_2013_1622045,22,2207,,,
NIGERIA,NGA_2013,1622046,16,Imo,Rural,Public,5.69157,6.9045,NGA_2013_1622046,22,2207,,,
NIGERIA,NGA_2013,1622047,16,Imo,Rural,Public,5.69546,6.95991,NGA_2013_1622047,22,2207,,,
NIGERIA,NGA_2013,1622049,16,Imo,Rural,"Private, for profit",5.8243,6.93124,NGA_2013_1622049,22,2207,,,
NIGERIA,NGA_2013,1622061,16,Imo,Rural,Public,5.75802,6.94458,NGA_2013_1622061,22,2214,,,
NIGERIA,NGA_2013,1623003,16,Imo,Rural,Public,5.82106,6.89132,NGA_2013_1623003,23,2302,,,
NIGERIA,NGA_2013,1623019,16,Imo,Rural,Public,5.71201,6.88129,NGA_2013_1623019,23,2305,,,
NIGERIA,NGA_2013,1623021,16,Imo,Rural,Public,5.70025,6.91404,NGA_2013_1623021,23,2305,,,
NIGERIA,NGA_2013,1623028,16,Imo,Semi-urban,Public,5.70025,6.91404,NGA_2013_1623028,23,2307,,,
NIGERIA,NGA_2013,1623033,16,Imo,Rural,"Private, for profit",5.7804,6.93098,NGA_2013_1623033,23,2309,,,
NIGERIA,NGA_2013,1623038,16,Imo,Rural,"Private, for profit",5.70024,6.91411,NGA_2013_1623038,23,2311,,,
NIGERIA,NGA_2013,1623041,16,Imo,Rural,Public,5.71826,6.92169,NGA_2013_1623041,23,2311,,,
NIGERIA,NGA_2013,1623044,16,Imo,Semi-urban,Public,5.73903,6.86598,NGA_2013_1623044,23,2312,,,
NIGERIA,NGA_2013,1623048,16,Imo,Rural,Public,5.48129,7.3987,NGA_2013_1623048,23,2314,,,
NIGERIA,NGA_2013,1624024,16,Imo,Urban,"Private, for profit",5.48258,7.2898,NGA_2013_1624024,24,2405,,,
NIGERIA,NGA_2013,1624028,16,Imo,Urban,Public,5.4817,7.2858,NGA_2013_1624028,24,2405,,,
NIGERIA,NGA_2013,1624030,16,Imo,Rural,"Private, for profit",5.48917,7.3671,NGA_2013_1624030,24,2407,,,
NIGERIA,NGA_2013,1624043,16,Imo,Urban,Public,5.49969,7.2313,NGA_2013_1624043,24,2409,,,
NIGERIA,NGA_2013,1624082,16,Imo,Urban,"Private, for profit",5.50145,7.3344,NGA_2013_1624082,24,2411,,,
NIGERIA,NGA_2013,1624083,16,Imo,Urban,"Private, for profit",5.48308,7.4063,NGA_2013_1624083,24,2411,,,
NIGERIA,NGA_2013,1624103,16,Imo,Urban,"Private, for profit",5.48138,7.3986,NGA_2013_1624103,24,2413,,,
NIGERIA,NGA_2013,1624104,16,Imo,Rural,"Private, for profit",5.48992,7.3498,NGA_2013_1624104,24,2413,,,
NIGERIA,NGA_2013,1624118,16,Imo,Urban,Public,5.46863,7.18,NGA_2013_1624118,24,2414,,,
NIGERIA,NGA_2013,1625005,16,Imo,Rural,Public,5.41097,7.12541,NGA_2013_1625005,25,2501,,,
NIGERIA,NGA_2013,1625009,16,Imo,Rural,Public,5.46763,7.542,NGA_2013_1625009,25,2502,,,
NIGERIA,NGA_2013,1625029,16,Imo,Rural,"Private, for profit",5.47407,7.8729,NGA_2013_1625029,25,2503,,,
NIGERIA,NGA_2013,1625033,16,Imo,Rural,Public,5.50171,7.8012,NGA_2013_1625033,25,2504,,,
NIGERIA,NGA_2013,1625041,16,Imo,Rural,"Private, for profit",5.79556,7.3547,NGA_2013_1625041,25,2506,,,
NIGERIA,NGA_2013,1625046,16,Imo,Rural,Public,5.48038,7.12069,NGA_2013_1625046,25,2507,,,
NIGERIA,NGA_2013,1625047,16,Imo,Rural,Public,,,NGA_2013_1625047,25,2507,,,
NIGERIA,NGA_2013,1625049,16,Imo,Rural,"Private, for profit",5.46316,7.11145,NGA_2013_1625049,25,2510,,,
NIGERIA,NGA_2013,1625054,16,Imo,Rural,Public,5.44387,7.6963,NGA_2013_1625054,25,2510,,,
NIGERIA,NGA_2013,1625061,16,Imo,Rural,Public,5.50165,7.8021,NGA_2013_1625061,25,2511,,,
NIGERIA,NGA_2013,1625063,16,Imo,Rural,Public,5.41654,7.14106,NGA_2013_1625063,25,2512,,,
NIGERIA,NGA_2013,1626002,16,Imo,Rural,Community,5.54425,6.95297,NGA_2013_1626002,26,2601,,,
NIGERIA,NGA_2013,1626003,16,Imo,Rural,"Faith based, non profit",5.46039,6.99331,NGA_2013_1626003,26,2602,,,
NIGERIA,NGA_2013,1626005,16,Imo,Rural,Public,5.54295,7.5348,NGA_2013_1626005,26,2602,,,
NIGERIA,NGA_2013,1626013,16,Imo,Rural,"Private, for profit",5.51351,7.98171,NGA_2013_1626013,26,2606,,,
NIGERIA,NGA_2013,1626016,16,Imo,Rural,Public,5.51908,6.98144,NGA_2013_1626016,26,2606,,,
NIGERIA,NGA_2013,1626020,16,Imo,Rural,"Private, for profit",5.36708,7.675,NGA_2013_1626020,26,2604,,,
NIGERIA,NGA_2013,1626025,16,Imo,Rural,Public,5.63592,7.8782,NGA_2013_1626025,26,2605,,,
NIGERIA,NGA_2013,1626037,16,Imo,Rural,Public,5.40305,6.97514,NGA_2013_1626037,26,2609,,,
NIGERIA,NGA_2013,1626039,16,Imo,Rural,Public,5.42253,6.92749,NGA_2013_1626039,26,2610,,,
NIGERIA,NGA_2013,1626041,16,Imo,Rural,Public,5.52826,6.96677,NGA_2013_1626041,26,2613,,,
NIGERIA,NGA_2013,1626050,16,Imo,Rural,"Private, for profit",5.48093,6.99458,NGA_2013_1626050,26,2614,,,
NIGERIA,NGA_2013,1626051,16,Imo,Rural,Public,5.47049,6.96523,NGA_2013_1626051,26,2614,,,
NIGERIA,NGA_2013,1627004,16,Imo,Rural,Public,5.78248,7.20943,NGA_2013_1627004,27,2703,,,
NIGERIA,NGA_2013,1627010,16,Imo,Rural,Public,5.7459,7.1938,NGA_2013_1627010,27,2707,,,
NIGERIA,NGA_2013,1627015,16,Imo,Rural,Public,5.74767,7.18168,NGA_2013_1627015,27,2708,,,
NIGERIA,NGA_2013,1627020,16,Imo,Rural,Public,5.75629,7.26575,NGA_2013_1627020,27,2715,,,
NIGERIA,NGA_2013,1801005,18,Kaduna,Rural,Public,10.70727,6.68827,NGA_2013_1801005,1,103,,,
NIGERIA,NGA_2013,1801010,18,Kaduna,Rural,Public,10.71014,6.62585,NGA_2013_1801010,1,103,,,
NIGERIA,NGA_2013,1801011,18,Kaduna,Rural,Public,10.64878,7.4625,NGA_2013_1801011,1,103,,,
NIGERIA,NGA_2013,1801034,18,Kaduna,Rural,Public,11.19478,6.94072,NGA_2013_1801034,1,106,,,
NIGERIA,NGA_2013,1801035,18,Kaduna,Rural,Public,11.24722,6.9462,NGA_2013_1801035,1,106,,,
NIGERIA,NGA_2013,1801041,18,Kaduna,Rural,Public,11.3691,7.9517,NGA_2013_1801041,1,102,,,
NIGERIA,NGA_2013,1801045,18,Kaduna,Rural,Public,10.65832,6.53467,NGA_2013_1801045,1,108,,,
NIGERIA,NGA_2013,1801053,18,Kaduna,Rural,Public,10.83909,6.71404,NGA_2013_1801053,1,103,,,
NIGERIA,NGA_2013,1801056,18,Kaduna,Rural,Public,11.547,6.90043,NGA_2013_1801056,1,109,,,
NIGERIA,NGA_2013,1801073,18,Kaduna,Rural,Public,11.31743,7.1167,NGA_2013_1801073,1,111,,,
NIGERIA,NGA_2013,1802004,18,Kaduna,Rural,Public,9.96585,7.41534,NGA_2013_1802004,2,201,,,
NIGERIA,NGA_2013,1802012,18,Kaduna,Semi-urban,"Private, for profit",10.31532,7.33147,NGA_2013_1802012,2,203,,,
NIGERIA,NGA_2013,1802018,18,Kaduna,Semi-urban,Public,10.37553,7.39505,NGA_2013_1802018,2,203,,,
NIGERIA,NGA_2013,1802026,18,Kaduna,Semi-urban,Public,10.47817,7.63414,NGA_2013_1802026,2,205,,,
NIGERIA,NGA_2013,1802039,18,Kaduna,Semi-urban,Public,10.47039,7.39878,NGA_2013_1802039,2,208,,,
NIGERIA,NGA_2013,1802040,18,Kaduna,Semi-urban,"Private, for profit",10.47613,7.39798,NGA_2013_1802040,2,208,,,
NIGERIA,NGA_2013,1802049,18,Kaduna,Semi-urban,Public,10.43231,7.52869,NGA_2013_1802049,2,209,,,
NIGERIA,NGA_2013,1802063,18,Kaduna,Rural,Public,10.44842,7.47815,NGA_2013_1802063,2,211,,,
NIGERIA,NGA_2013,1802067,18,Kaduna,Semi-urban,Public,10.52859,7.61602,NGA_2013_1802067,2,204,,,
NIGERIA,NGA_2013,1802068,18,Kaduna,Semi-urban,Public,10.47677,7.636,NGA_2013_1802068,2,204,,,
NIGERIA,NGA_2013,1802069,18,Kaduna,Semi-urban,Public,10.48075,7.65067,NGA_2013_1802069,2,204,,,
NIGERIA,NGA_2013,1803009,18,Kaduna,Rural,Public,11.33796,7.38461,NGA_2013_1803009,3,303,,,
NIGERIA,NGA_2013,1803012,18,Kaduna,Rural,Public,11.24921,7.47715,NGA_2013_1803012,3,304,,,
NIGERIA,NGA_2013,1803017,18,Kaduna,Rural,Public,11.23013,7.40861,NGA_2013_1803017,3,307,,,
NIGERIA,NGA_2013,1803025,18,Kaduna,Rural,Public,11.5905,7.39463,NGA_2013_1803025,3,308,,,
NIGERIA,NGA_2013,1803029,18,Kaduna,Rural,Public,10.9645,7.14363,NGA_2013_1803029,3,308,,,
NIGERIA,NGA_2013,1803049,18,Kaduna,Rural,Public,11.2496,7.33122,NGA_2013_1803049,3,311,,,
NIGERIA,NGA_2013,1804010,18,Kaduna,Rural,Public,10.6725,7.34474,NGA_2013_1804010,4,401,,,
NIGERIA,NGA_2013,1804018,18,Kaduna,Rural,"Private, for profit",10.82589,7.54934,NGA_2013_1804018,4,402,,,
NIGERIA,NGA_2013,1804021,18,Kaduna,Semi-urban,"Private, for profit",10.71269,7.74868,NGA_2013_1804021,4,407,,,
NIGERIA,NGA_2013,1804028,18,Kaduna,Rural,Public,10.61354,7.64629,NGA_2013_1804028,4,403,,,
NIGERIA,NGA_2013,1804033,18,Kaduna,Semi-urban,Public,10.79133,7.77698,NGA_2013_1804033,2,404,,,
NIGERIA,NGA_2013,1804045,18,Kaduna,Semi-urban,Public,10.76984,7.49958,NGA_2013_1804045,4,406,,,
NIGERIA,NGA_2013,1804054,18,Kaduna,Semi-urban,Public,10.59943,7.46869,NGA_2013_1804054,4,408,,,
NIGERIA,NGA_2013,1804055,18,Kaduna,Semi-urban,Public,10.64142,7.47232,NGA_2013_1804055,2,408,,,
NIGERIA,NGA_2013,1804059,18,Kaduna,Rural,Public,10.54545,7.35611,NGA_2013_1804059,4,409,,,
NIGERIA,NGA_2013,1804081,18,Kaduna,Semi-urban,Public,10.80432,7.69863,NGA_2013_1804081,4,411,,,
NIGERIA,NGA_2013,1804082,18,Kaduna,Semi-urban,Public,10.80362,7.7102,NGA_2013_1804082,4,411,,,
NIGERIA,NGA_2013,1804091,18,Kaduna,Semi-urban,Public,10.91951,7.66558,NGA_2013_1804091,4,412,,,
NIGERIA,NGA_2013,1804093,18,Kaduna,Semi-urban,Public,10.7915,7.66196,NGA_2013_1804093,2,412,,,
NIGERIA,NGA_2013,1805003,18,Kaduna,Rural,"Private, for profit",11.40736,8.1095,NGA_2013_1805003,5,502,,,
NIGERIA,NGA_2013,1805004,18,Kaduna,Semi-urban,Public,11.15469,8.23148,NGA_2013_1805004,5,502,,,
NIGERIA,NGA_2013,1805007,18,Kaduna,Rural,Public,11.17353,8.16428,NGA_2013_1805007,5,502,,,
NIGERIA,NGA_2013,1805010,18,Kaduna,Rural,"Private, for profit",11.17191,8.22527,NGA_2013_1805010,5,502,,,
NIGERIA,NGA_2013,1805013,18,Kaduna,Rural,Public,11.12612,8.29189,NGA_2013_1805013,5,503,,,
NIGERIA,NGA_2013,1805018,18,Kaduna,Rural,"Faith based, non profit",11.20573,8.10789,NGA_2013_1805018,5,504,,,
NIGERIA,NGA_2013,1805020,18,Kaduna,Rural,Public,11.21015,8.18164,NGA_2013_1805020,5,504,,,
NIGERIA,NGA_2013,1805029,18,Kaduna,Rural,Public,11.44958,8.8001,NGA_2013_1805029,5,505,,,
NIGERIA,NGA_2013,1805037,18,Kaduna,Rural,Public,11.38007,8.111,NGA_2013_1805037,5,508,,,
NIGERIA,NGA_2013,1805038,18,Kaduna,Rural,Public,11.36503,7.99633,NGA_2013_1805038,5,508,,,
NIGERIA,NGA_2013,1806001,18,Kaduna,Rural,Public,9.46037,7.99603,NGA_2013_1806001,6,602,,,
NIGERIA,NGA_2013,1806007,18,Kaduna,Rural,Public,9.51444,8.8545,NGA_2013_1806007,6,602,,,
NIGERIA,NGA_2013,1806016,18,Kaduna,Rural,Public,9.51656,8.10626,NGA_2013_1806016,6,603,,,
NIGERIA,NGA_2013,1806038,18,Kaduna,Rural,Community,9.3972,8.1723,NGA_2013_1806038,6,606,,,
NIGERIA,NGA_2013,1806040,18,Kaduna,Rural,Public,9.36582,7.96909,NGA_2013_1806040,6,606,,,
NIGERIA,NGA_2013,1806047,18,Kaduna,Rural,Public,9.50323,7.99949,NGA_2013_1806047,6,607,,,
NIGERIA,NGA_2013,1806053,18,Kaduna,Rural,Public,9.4337,8.914,NGA_2013_1806053,6,608,,,
NIGERIA,NGA_2013,1806057,18,Kaduna,Rural,Public,9.42033,8.1705,NGA_2013_1806057,6,609,,,
NIGERIA,NGA_2013,1807003,18,Kaduna,Rural,Public,9.38529,8.19107,NGA_2013_1807003,7,701,,,
NIGERIA,NGA_2013,1807023,18,Kaduna,Rural,Public,9.39617,8.30995,NGA_2013_1807023,7,705,,,
NIGERIA,NGA_2013,1807036,18,Kaduna,Semi-urban,Public,9.58302,8.29154,NGA_2013_1807036,7,707,,,
NIGERIA,NGA_2013,1807040,18,Kaduna,Rural,Public,9.59021,8.29639,NGA_2013_1807040,7,708,,,
NIGERIA,NGA_2013,1807041,18,Kaduna,Rural,"Private, for profit",9.58401,8.29528,NGA_2013_1807041,7,708,,,
NIGERIA,NGA_2013,1807044,18,Kaduna,Rural,Public,9.38992,8.19041,NGA_2013_1807044,7,709,,,
NIGERIA,NGA_2013,1807050,18,Kaduna,Rural,Public,9.50558,8.31885,NGA_2013_1807050,7,710,,,
NIGERIA,NGA_2013,1807051,18,Kaduna,Rural,Public,9.54359,8.29678,NGA_2013_1807051,7,710,,,
NIGERIA,NGA_2013,1808009,18,Kaduna,Rural,Public,9.84347,7.87481,NGA_2013_1808009,8,802,,,
NIGERIA,NGA_2013,1808010,18,Kaduna,Rural,Public,9.77938,7.80576,NGA_2013_1808010,8,803,,,
NIGERIA,NGA_2013,1808024,18,Kaduna,Rural,Public,9.64413,7.34413,NGA_2013_1808024,8,804,,,
NIGERIA,NGA_2013,1808032,18,Kaduna,Semi-urban,Public,9.92202,7.43142,NGA_2013_1808032,8,805,,,
NIGERIA,NGA_2013,1808042,18,Kaduna,Semi-urban,Public,9.86007,7.96252,NGA_2013_1808042,8,808,,,
NIGERIA,NGA_2013,1808044,18,Kaduna,Semi-urban,"Private, for profit",9.85051,7.97894,NGA_2013_1808044,8,807,,,
NIGERIA,NGA_2013,1808046,18,Kaduna,Semi-urban,Public,9.87186,7.95361,NGA_2013_1808046,8,808,,,
NIGERIA,NGA_2013,1808052,18,Kaduna,Rural,Public,9.59601,8.562,NGA_2013_1808052,8,811,,,
NIGERIA,NGA_2013,1808058,18,Kaduna,Rural,Public,9.66441,7.9754,NGA_2013_1808058,8,810,,,
NIGERIA,NGA_2013,1808060,18,Kaduna,Urban,"Faith based, non profit",9.69959,7.46351,NGA_2013_1808060,8,804,,,
NIGERIA,NGA_2013,1808063,18,Kaduna,Semi-urban,Public,9.64267,8.186,NGA_2013_1808063,8,812,,,
NIGERIA,NGA_2013,1809021,18,Kaduna,Urban,"Private, for profit",10.50392,7.44072,NGA_2013_1809021,9,902,,,
NIGERIA,NGA_2013,1809029,18,Kaduna,Urban,Public,10.57788,7.43594,NGA_2013_1809029,9,903,,,
NIGERIA,NGA_2013,1809034,18,Kaduna,Urban,"Private, for profit",10.50062,7.44317,NGA_2013_1809034,9,904,,,
NIGERIA,NGA_2013,1809044,18,Kaduna,Urban,Public,10.58293,7.44696,NGA_2013_1809044,9,905,,,
NIGERIA,NGA_2013,1809047,18,Kaduna,Urban,Public,10.58391,7.47176,NGA_2013_1809047,9,905,,,
NIGERIA,NGA_2013,1809072,18,Kaduna,Urban,"Private, for profit",10.53719,7.42276,NGA_2013_1809072,9,907,,,
NIGERIA,NGA_2013,1809079,18,Kaduna,,"Private, for profit",10.51689,7.43356,NGA_2013_1809079,9,908,,,
NIGERIA,NGA_2013,1809083,18,Kaduna,Urban,"Private, for profit",10.51855,7.43417,NGA_2013_1809083,9,908,,,
NIGERIA,NGA_2013,1809097,18,Kaduna,Urban,Public,10.51794,7.44849,NGA_2013_1809097,9,910,,,
NIGERIA,NGA_2013,1809108,18,Kaduna,Urban,"Faith based, non profit",10.5281,7.46248,NGA_2013_1809108,9,910,,,
NIGERIA,NGA_2013,1809115,18,Kaduna,Urban,"Private, for profit",10.54637,7.44118,NGA_2013_1809115,9,911,,,
NIGERIA,NGA_2013,1809122,18,Kaduna,Urban,"Private, for profit",10.54295,7.43333,NGA_2013_1809122,9,912,,,
NIGERIA,NGA_2013,1810021,18,Kaduna,Urban,"Private, for profit",10.48031,7.42209,NGA_2013_1810021,10,1002,,,
NIGERIA,NGA_2013,1810037,18,Kaduna,Urban,Public,10.46556,7.41202,NGA_2013_1810037,10,1003,,,
NIGERIA,NGA_2013,1810064,18,Kaduna,Urban,"Private, for profit",10.47843,7.4107,NGA_2013_1810064,10,1005,,,
NIGERIA,NGA_2013,1810081,18,Kaduna,Urban,Public,,,NGA_2013_1810081,10,1007,,,
NIGERIA,NGA_2013,1810102,18,Kaduna,Urban,Public,10.51095,7.41351,NGA_2013_1810102,10,1010,,,
NIGERIA,NGA_2013,1810103,18,Kaduna,Urban,Public,10.50856,7.4148,NGA_2013_1810103,10,1011,,,
NIGERIA,NGA_2013,1810105,18,Kaduna,Semi-urban,Public,10.49805,7.39309,NGA_2013_1810105,10,1011,,,
